Name_sequence	Genome_length	Virus_name	Complete_segment_name
NC_026279	2220	Sewage-associated circular DNA virus-34 isolate SaCV-34_NZ-BS4221-2012	Sewage-associated circular DNA virus-34 isolate SaCV-34_NZ-BS4221-2012, complete genome.
NC_026278	2846	Sewage-associated circular DNA virus-33 isolate SaCV-33_NZ-BS4147-2012	Sewage-associated circular DNA virus-33 isolate SaCV-33_NZ-BS4147-2012, complete genome.
NC_026277	2711	Sewage-associated circular DNA virus-32 isolate SaCV-32_NZ-BS4194-2012	Sewage-associated circular DNA virus-32 isolate SaCV-32_NZ-BS4194-2012, complete genome.
NC_026275	2741	Sewage-associated circular DNA virus-30 isolate SaCV-30_NZ-BS4120-2012	Sewage-associated circular DNA virus-30 isolate SaCV-30_NZ-BS4120-2012, complete genome.
NC_026276	4202	Sewage-associated circular DNA virus-31 isolate SaCV-31_NZ-BS4358-2012	Sewage-associated circular DNA virus-31 isolate SaCV-31_NZ-BS4358-2012, complete genome.
NC_026273	2496	Sewage-associated circular DNA virus-28 isolate SaCV-28_NZ-BS4064a-2012	Sewage-associated circular DNA virus-28 isolate SaCV-28_NZ-BS4064a-2012, complete genome.
NC_026274	4037	Sewage-associated circular DNA virus-29 isolate SaCV-29_NZ-BS4325-2012	Sewage-associated circular DNA virus-29 isolate SaCV-29_NZ-BS4325-2012, complete genome.
NC_026271	2638	Sewage-associated circular DNA virus-27 isolate SaCV-27_NZ-BS4103-2012	Sewage-associated circular DNA virus-27 isolate SaCV-27_NZ-BS4103-2012, complete genome.
NC_026270	3348	Sewage-associated circular DNA virus-26 isolate SaCV-26_NZ-BS4339-2012	Sewage-associated circular DNA virus-26 isolate SaCV-26_NZ-BS4339-2012, complete genome.
NC_026267	2605	Sewage-associated circular DNA virus-24 isolate SaCV-24_NZ-BS4091-2012	Sewage-associated circular DNA virus-24 isolate SaCV-24_NZ-BS4091-2012, complete genome.
NC_026269	3588	Sewage-associated circular DNA virus-25 isolate SaCV-25_NZ-BS4281-2012	Sewage-associated circular DNA virus-25 isolate SaCV-25_NZ-BS4281-2012, complete genome.
NC_026266	2309	Sewage-associated circular DNA virus-23 isolate SaCV-23_NZ-BS4025-2012	Sewage-associated circular DNA virus-23 isolate SaCV-23_NZ-BS4025-2012, complete genome.
NC_026265	2861	Sewage-associated circular DNA virus-22 isolate SaCV-22_NZ-BS4155-2012	Sewage-associated circular DNA virus-22 isolate SaCV-22_NZ-BS4155-2012, complete genome.
NC_026264	2906	Sewage-associated circular DNA virus-21 isolate SaCV-21_NZ-BS4169-2012	Sewage-associated circular DNA virus-21 isolate SaCV-21_NZ-BS4169-2012, complete genome.
NC_026263	2089	Sewage-associated circular DNA virus-20 isolate SaCV-20_NZ-BS3900-2012	Sewage-associated circular DNA virus-20 isolate SaCV-20_NZ-BS3900-2012, complete genome.
NC_026262	2478	Sewage-associated circular DNA virus-19 isolate SaCV-19_NZ-BS4128-2012	Sewage-associated circular DNA virus-19 isolate SaCV-19_NZ-BS4128-2012, complete genome.
NC_026260	2290	Sewage-associated circular DNA virus-18 isolate SaCV-18_NZ-BS3994-2012	Sewage-associated circular DNA virus-18 isolate SaCV-18_NZ-BS3994-2012, complete genome.
NC_026259	2077	Sewage-associated circular DNA virus-17 isolate SaCV-17_NZ-BS4236-2012	Sewage-associated circular DNA virus-17 isolate SaCV-17_NZ-BS4236-2012, complete genome.
NC_026258	2042	Sewage-associated circular DNA virus-16 isolate SaCV-16_NZ-BS3759-2012	Sewage-associated circular DNA virus-16 isolate SaCV-16_NZ-BS3759-2012, complete genome.
NC_026257	1605	Sewage-associated circular DNA virus-15 isolate SaCV-15_NZ-BS3557-2012	Sewage-associated circular DNA virus-15 isolate SaCV-15_NZ-BS3557-2012, complete genome.
NC_026254	2234	Sewage-associated gemycircularvirus-1 isolate SaGmV-1_NZ-BS3970-2012	Sewage-associated gemycircularvirus-1 isolate SaGmV-1_NZ-BS3970-2012, complete genome.
NC_026282	911	Maprik virus	Maprik virus, segment S
NC_026272	2751	Trifolium-associated circular DNA virus 1 isolate TasCV-1_FR34-34-Cam	Trifolium-associated circular DNA virus 1 isolate TasCV-1_FR34-34-Cam, complete genome.
NC_026261	2238	Bromus-associated circular DNA virus 3 isolate BasCV-3_NZ-NZG01_Sef-2012	Bromus-associated circular DNA virus 3 isolate BasCV-3_NZ-NZG01_Sef-2012, complete genome.
NC_026281	6843	Maprik virus	Maprik virus, segment L
NC_026283	4359	Maprik virus	Maprik virus, segment M
NC_026320	2651	Lemur associated porprismacovirus 1 isolate SF5	Lemur associated porprismacovirus 1 isolate SF5, complete genome.
NC_026319	2532	Gorilla associated porprismacovirus 1 isolate SF3	Gorilla associated porprismacovirus 1 isolate SF3, complete genome.
NC_026318	2529	Human associated porprismacovirus 2 isolate SF2	Human associated porprismacovirus 2 isolate SF2, complete genome.
NC_026314	7853	Rabovirus A isolate Berlin/Jan2011/0572	Rabovirus A isolate Berlin/Jan2011/0572, complete genome.
NC_026316	7593	Lesavirus 2 isolate Nai108015/2012	Lesavirus 2 isolate Nai108015/2012, complete genome.
NC_026315	7687	Lesavirus 1 isolate Mis101308/2012	Lesavirus 1 isolate Mis101308/2012, complete genome.
NC_026317	2485	Howler monkey associated porprismacovirus 1 isolate SF1	Howler monkey associated porprismacovirus 1 isolate SF1, complete genome.
NC_026422	2280	Influenza A virus (A/Shanghai/02/2013(H7N9))	Influenza A virus (A/Shanghai/02/2013(H7N9)), segment 1
NC_026423	2297	Influenza A virus (A/Shanghai/02/2013(H7N9))	Influenza A virus (A/Shanghai/02/2013(H7N9)), segment 2
NC_026424	2176	Influenza A virus (A/Shanghai/02/2013(H7N9))	Influenza A virus (A/Shanghai/02/2013(H7N9)), segment 3
NC_026429	1398	Influenza A virus (A/Shanghai/02/2013(H7N9))	Influenza A virus (A/Shanghai/02/2013(H7N9)), segment 6
NC_026426	1506	Influenza A virus (A/Shanghai/02/2013(H7N9))	Influenza A virus (A/Shanghai/02/2013(H7N9)), segment 5
NC_026427	985	Influenza A virus (A/Shanghai/02/2013(H7N9))	Influenza A virus (A/Shanghai/02/2013(H7N9)), segment 7
NC_026428	841	Influenza A virus (A/Shanghai/02/2013(H7N9))	Influenza A virus (A/Shanghai/02/2013(H7N9)), segment 8
NC_026425	1708	Influenza A virus (A/Shanghai/02/2013(H7N9))	Influenza A virus (A/Shanghai/02/2013(H7N9)), segment 4
NC_022586	2786	Sweet potato leaf curl Sichuan virus 2 isolate China:Sichuan14:2012	Sweet potato leaf curl Sichuan virus 2 isolate China:Sichuan14:2012, complete genome.
NC_022597	812	Murrumbidgee virus	Murrumbidgee virus, segment S
NC_022614	2013	Dill cryptic virus 1	Dill cryptic virus 1, segment RNA 1
NC_022615	1837	Dill cryptic virus 1	Dill cryptic virus 1, segment RNA 2
NC_022595	6920	Murrumbidgee virus	Murrumbidgee virus, segment L
NC_022596	4326	Murrumbidgee virus	Murrumbidgee virus, segment M
NC_022617	1710	Red clover cryptic virus 1	Red clover cryptic virus 1, segment RNA 2
NC_022616	1936	Red clover cryptic virus 1	Red clover cryptic virus 1, segment RNA 1
NC_022620	2702	Mobuck virus	Mobuck virus, segment 2
NC_022623	1179	Mobuck virus	Mobuck virus, segment 7
NC_022626	4034	Mobuck virus	Mobuck virus, segment 1
NC_022627	2855	Mobuck virus	Mobuck virus, segment 3
NC_022628	1682	Mobuck virus	Mobuck virus, segment 5
NC_022629	1925	Mobuck virus	Mobuck virus, segment 8
NC_022624	1690	Mobuck virus	Mobuck virus, segment 9
NC_022621	1997	Mobuck virus	Mobuck virus, segment 4
NC_022622	1069	Mobuck virus	Mobuck virus, segment 6
NC_022625	811	Mobuck virus	Mobuck virus, segment 10
NC_022631	3303	Razdan virus	Razdan virus, segment M
NC_022632	1871	Razdan virus	Razdan virus, segment S
NC_022630	6296	Razdan virus	Razdan virus, segment L
NC_022644	2754	East African cassava mosaic Malawi virus	East African cassava mosaic Malawi virus, segment DNA B
NC_022645	2804	East African cassava mosaic Malawi virus	East African cassava mosaic Malawi virus, segment DNA A
NC_022647	7647	Mesocricetus auratus papillomavirus 1 complete genome	Mesocricetus auratus papillomavirus 1 complete genome, isolate APV10.
NC_026473	5187	Meles meles polyomavirus 1 isolate French	Meles meles polyomavirus 1 isolate French, complete genome.
NC_026472	7661	Yacon necrotic mottle virus isolate YV1	Yacon necrotic mottle virus isolate YV1, complete genome.
NC_026510	2530	Sclerotinia sclerotiorum mitovirus 1 HC025	Sclerotinia sclerotiorum mitovirus 1 HC025, complete genome.
NC_026508	2934	Cucurbit aphid borne yellows virus associated RNA RNA-dependent RNA polymerase and putative 25K replicase component genes	Cucurbit aphid borne yellows virus associated RNA RNA-dependent RNA polymerase and putative 25K replicase component genes, complete cds.
NC_026513	2666	Asystasia mosaic Madagascar virus	Asystasia mosaic Madagascar virus, segment DNA B
NC_026514	2738	Asystasia mosaic Madagascar virus	Asystasia mosaic Madagascar virus, segment DNA A
NC_026512	1759	Mosquito circovirus strain B19	Mosquito circovirus strain B19, complete genome.
NC_022748	5280	Solenopsis invicta densovirus isolate SiDNV-Arg	Solenopsis invicta densovirus isolate SiDNV-Arg, complete genome.
NC_022789	2282	Gyrovirus Tu789	Gyrovirus Tu789, complete genome.
NC_022788	2020	Gyrovirus Tu243	Gyrovirus Tu243, complete genome.
NC_026621	2414	Fusarium globosum mitovirus 1 gene for RNA-dependent RNA polymerase	Fusarium globosum mitovirus 1 gene for RNA-dependent RNA polymerase, complete cds.
NC_022790	4129	Marine gokushovirus isolate GOM	Marine gokushovirus isolate GOM, complete genome.
NC_026631	1825	Avon-Heathcote Estuary associated circular virus 29 isolate AHEaCV-29-NZ-1590TU-2012	Avon-Heathcote Estuary associated circular virus 29 isolate AHEaCV-29-NZ-1590TU-2012, complete genome.
NC_022799	3876	Potato black ringspot virus	Potato black ringspot virus, segment RNA 2
NC_026630	2422	Avon-Heathcote Estuary associated circular virus 28 isolate AHEaCV-28-NZ-2208TU-2012	Avon-Heathcote Estuary associated circular virus 28 isolate AHEaCV-28-NZ-2208TU-2012, complete genome.
NC_022798	7598	Potato black ringspot virus	Potato black ringspot virus, segment RNA 1
NC_022801	6379	Yellow tailflower mild mottle virus isolate Cervantes	Yellow tailflower mild mottle virus isolate Cervantes, complete genome.
NC_022802	7807	Feline sakobuvirus A isolate FFUP1	Feline sakobuvirus A isolate FFUP1, complete genome.
NC_022800	5479	Feline bocavirus 2 isolate POR1	Feline bocavirus 2 isolate POR1, complete genome.
NC_026582	4817	Uncultured phage WW-nAnB	Uncultured phage WW-nAnB, complete genome.
NC_026613	5210	Uncultured phage WW-nAnB strain 3	Uncultured phage WW-nAnB strain 3, complete genome.
NC_026612	5077	Uncultured phage WW-nAnB strain 2	Uncultured phage WW-nAnB strain 2, complete genome.
NC_026592	7531	Citrus yellow vein clearing virus isolate CQ	Citrus yellow vein clearing virus isolate CQ, complete genome.
NC_026618	4731	Mulberry vein banding virus	Mulberry vein banding virus, segment M
NC_026627	2632	Avon-Heathcote Estuary associated circular virus 27 isolate AHEaCV-27-NZ-2332TU-2012	Avon-Heathcote Estuary associated circular virus 27 isolate AHEaCV-27-NZ-2332TU-2012, complete genome.
NC_026619	3294	Mulberry vein banding virus	Mulberry vein banding virus, segment S
NC_026626	2456	Avon-Heathcote Estuary associated circular virus 26 isolate AHEaCV-26-NZ-2311TU-2012	Avon-Heathcote Estuary associated circular virus 26 isolate AHEaCV-26-NZ-2311TU-2012, complete genome.
NC_026654	2142	Avon-Heathcote Estuary associated circular virus 25 isolate AHEaCV-25-NZ-1935SG-2012	Avon-Heathcote Estuary associated circular virus 25 isolate AHEaCV-25-NZ-1935SG-2012, complete genome.
NC_026652	2007	Avon-Heathcote Estuary associated circular virus 24 isolate AHEaCV-24-NZ-2183TU-2913	Avon-Heathcote Estuary associated circular virus 24 isolate AHEaCV-24-NZ-2183TU-2913, complete genome.
NC_026651	1942	Avon-Heathcote Estuary associated circular virus 23 isolate AHEaCV-23-NZ-2161TU-2012	Avon-Heathcote Estuary associated circular virus 23 isolate AHEaCV-23-NZ-2161TU-2012, complete genome.
NC_026649	2109	Avon-Heathcote Estuary associated circular virus 22 isolate AHEaCV-22-NZ-2138TU-2012	Avon-Heathcote Estuary associated circular virus 22 isolate AHEaCV-22-NZ-2138TU-2012, complete genome.
NC_026648	1769	Avon-Heathcote Estuary associated circular virus 21 isolate AHEaCV-21-NZ-2050TU-2012	Avon-Heathcote Estuary associated circular virus 21 isolate AHEaCV-21-NZ-2050TU-2012, complete genome.
NC_026647	2537	Avon-Heathcote Estuary associated circular virus 20 isolate AHEaCV-20-NZ-2283TU-2012	Avon-Heathcote Estuary associated circular virus 20 isolate AHEaCV-20-NZ-2283TU-2012, complete genome.
NC_026653	1865	Avon-Heathcote Estuary associated circular virus 2 isolate AHEaCV-2-NZ-3024C1-2012	Avon-Heathcote Estuary associated circular virus 2 isolate AHEaCV-2-NZ-3024C1-2012, complete genome.
NC_026646	2784	Avon-Heathcote Estuary associated circular virus 19 isolate AHEaCV-19-NZ-4942GA-2012	Avon-Heathcote Estuary associated circular virus 19 isolate AHEaCV-19-NZ-4942GA-2012, complete genome.
NC_026645	1741	Avon-Heathcote Estuary associated circular virus 17 isolate AHEaCV-17-NZ-2032CO-2012	Avon-Heathcote Estuary associated circular virus 17 isolate AHEaCV-17-NZ-2032CO-2012, complete genome.
NC_026643	1990	Avon-Heathcote Estuary associated circular virus 16 isolate AHEaCV-16-NZ-2991SG-2012	Avon-Heathcote Estuary associated circular virus 16 isolate AHEaCV-16-NZ-2991SG-2012, complete genome.
NC_026642	2817	Avon-Heathcote Estuary associated circular virus 15 isolate AHEaCV-15-NZ-2320TU-2012	Avon-Heathcote Estuary associated circular virus 15 isolate AHEaCV-15-NZ-2320TU-2012, complete genome.
NC_026641	2255	Avon-Heathcote Estuary associated circular virus 14 isolate AHEaCV-14-NZ-2438TU-2012	Avon-Heathcote Estuary associated circular virus 14 isolate AHEaCV-14-NZ-2438TU-2012, complete genome.
NC_026639	2212	Avon-Heathcote Estuary associated circular virus 13 isolate AHEaCV-13-NZ-1986SG-2012	Avon-Heathcote Estuary associated circular virus 13 isolate AHEaCV-13-NZ-1986SG-2012, complete genome.
NC_026638	2161	Avon-Heathcote Estuary associated circular virus 12 isolate AHEaCV-12-NZ-3316C1-2012	Avon-Heathcote Estuary associated circular virus 12 isolate AHEaCV-12-NZ-3316C1-2012, complete genome.
NC_026637	2307	Avon-Heathcote Estuary associated circular virus 11 isolate AHEaCV-11-NZ-2256TU-2012	Avon-Heathcote Estuary associated circular virus 11 isolate AHEaCV-11-NZ-2256TU-2012, complete genome.
NC_026636	1981	Avon-Heathcote Estuary associated circular virus 10 isolate AHEaCV-10-NZ-2599SG-2012	Avon-Heathcote Estuary associated circular virus 10 isolate AHEaCV-10-NZ-2599SG-2012, complete genome.
NC_026650	1763	Avon-Heathcote Estuary associated circular virus 1 isolate AHEaCV-1-NZ-2981C1-2012	Avon-Heathcote Estuary associated circular virus 1 isolate AHEaCV-1-NZ-2981C1-2012, complete genome.
NC_026622	2423	Fusarium coeruleum mitovirus 1 gene for RNA-dependent RNA polymerase	Fusarium coeruleum mitovirus 1 gene for RNA-dependent RNA polymerase, complete cds.
NC_026635	1806	Avon-Heathcote Estuary associated circular virus 9 isolate AHEaCV-9-NZ-3131SG-2012	Avon-Heathcote Estuary associated circular virus 9 isolate AHEaCV-9-NZ-3131SG-2012, complete genome.
NC_026634	2184	Avon-Heathcote Estuary associated circular virus 8 isolate AHEaCV-8-NZ-2216TU-2012	Avon-Heathcote Estuary associated circular virus 8 isolate AHEaCV-8-NZ-2216TU-2012, complete genome.
NC_026633	1976	Avon-Heathcote Estuary associated circular virus 7 isolate AHEaCV-7-NZ-3107C3-2012	Avon-Heathcote Estuary associated circular virus 7 isolate AHEaCV-7-NZ-3107C3-2012, complete genome.
NC_026640	7796	Canine papillomavirus 16 isolate Chana	Canine papillomavirus 16 isolate Chana, complete genome.
NC_026632	2096	Avon-Heathcote Estuary associated circular virus 6 isolate AHEaCV-6-NZ-2194TU-2012	Avon-Heathcote Estuary associated circular virus 6 isolate AHEaCV-6-NZ-2194TU-2012, complete genome.
NC_026629	2434	Avon-Heathcote Estuary associated circular virus 5 isolate AHEaCV-5-NZ-3091C2-2012	Avon-Heathcote Estuary associated circular virus 5 isolate AHEaCV-5-NZ-3091C2-2012, complete genome.
NC_026628	1835	Avon-Heathcote Estuary associated circular virus 4 isolate AHEaCV-4-NZ-3049C1-2012	Avon-Heathcote Estuary associated circular virus 4 isolate AHEaCV-4-NZ-3049C1-2012, complete genome.
NC_026625	2656	Avon-Heathcote Estuary associated circular virus 3 isolate AHEaCV-3-NZ-3030C2-2012	Avon-Heathcote Estuary associated circular virus 3 isolate AHEaCV-3-NZ-3030C2-2012, complete genome.
NC_026760	2932	Apple geminivirus PL-2015 isolate China	Apple geminivirus PL-2015 isolate China, complete genome.
NC_026763	2737	Malvastrum yellow vein Cambodia virus	Malvastrum yellow vein Cambodia virus, segment DNA-A
NC_026662	3907	Simian torque teno virus 31 isolate VGA00123.3	Simian torque teno virus 31 isolate VGA00123.3, complete genome.
NC_026761	2756	Tomato enation leaf curl virus	Tomato enation leaf curl virus, segment DNA-A
NC_026664	3812	Simian torque teno virus 32 isolate VGA00154.2	Simian torque teno virus 32 isolate VGA00154.2, complete genome.
NC_026771	2952	Mulberry mosaic dwarf associated virus isolate AK1-8	Mulberry mosaic dwarf associated virus isolate AK1-8, complete genome.
NC_026663	3612	Simian torque teno virus 30 isolate VWP00522.2	Simian torque teno virus 30 isolate VWP00522.2, complete genome.
NC_026800	1956	Black grass cryptic virus 2	Black grass cryptic virus 2, segment 2
NC_026665	6083	Eel River basin pequenovirus isolate c22476	Eel River basin pequenovirus isolate c22476, complete genome.
NC_026762	5019	Bat polyomavirus 6a DNA	Bat polyomavirus 6a DNA, complete genome, isolate: 6a.
NC_026767	5047	Bat polyomanvirus 5b-1 DNA	Bat polyomanvirus 5b-1 DNA, complete genome, isolate: 5b-1.
NC_026765	3621	Simian torque teno virus 34 isolate VGA00120.1	Simian torque teno virus 34 isolate VGA00120.1, complete genome.
NC_026799	2037	Black grass cryptic virus 2	Black grass cryptic virus 2, segment 1
NC_026764	3774	Simian torque teno virus 33 isolate VWP00522.11	Simian torque teno virus 33 isolate VWP00522.11, complete genome.
NC_022897	1777	Penaeus monodon circovirus VN11	Penaeus monodon circovirus VN11, complete genome.
NC_026770	5039	Bat polyomavirus 6b DNA	Bat polyomavirus 6b DNA, complete genome, isolate: 6b.
NC_026769	5046	Bat polyomavirus 6c DNA	Bat polyomavirus 6c DNA, complete genome, isolate: 6c.
NC_026768	5075	Bat polyomavirus 5a DNA	Bat polyomavirus 5a DNA, complete genome, isolate: 5a.
NC_026766	4956	Bat polyomavirus 6d DNA	Bat polyomavirus 6d DNA, complete genome, isolate: 6d-1.
NC_026801	6552	Black grass varicosavirus-like virus	Black grass varicosavirus-like virus, segment 1
NC_026798	4006	Black grass varicosavirus-like virus	Black grass varicosavirus-like virus, segment 2
NC_022919	1127	Cardamom bushy dwarf virus satellite clone Fr-X7	Cardamom bushy dwarf virus satellite clone Fr-X7, complete sequence.
